0,4052861283
8192,2304279256
16384,214549
24576,2026505646
32768,376820280
40960,1857851779
49152,3890697550
57344,2670597877
65536,2678649578
73728,3881939281
81920,1849324956
90112,385037863
98304,2018304433
106496,8757770
114688,2313053895
122880,4044825980
131072,769894001
139264,1428874698
147456,3698401543
155648,2763547324
163840,3389502762
172032,2999907985
180224,999633500
188416,1130131943
196608,1138398712
204800,991155779
212992,2991067790
221184,3397472565
229376,2755561123
237568,3707225368
245760,1437336021
253952,761610862
262144,1303646960
270336,897405259
278528,3156645254
286720,3304052285
294912,2857370027
303104,3533259280
311296,1539475165
319488,587973990
327680,596451705
335872,1531208386
344064,3525289487
352256,2866210228
360448,3295228450
368640,3164631449
376832,905688404
385024,1295185647
393216,2445702626
401408,3910088281
409600,1616179860
417792,412987695
425984,1981966009
434176,250291458
442368,2276516303
450560,4286161524
458752,4294919787
466944,2268464592
475136,242073885
483328,1990492838
491520,404444464
499712,1624381067
507904,3918123590
516096,2436927997
524288,2367388658
532480,4124194889
540672,2089417860
548864,71352127
557056,1795123369
565248,305539858
573440,2607673311
581632,3819220068
589824,3810674811
598016,2615872448
606208,313577229
614400,1786350774
622592,80108320
630784,2081364123
638976,4115979350
647168,2375917549
655360,1365843168
663552,698376027
671744,2700843926
679936,3627210797
688128,3062697915
696320,3460582400
704512,1193248973
712704,1071041398
720896,1062219625
729088,1201237202
737280,3468863519
745472,3054234532
753664,3635690546
761856,2692579209
770048,690404164
778240,1374681343
786432,826189921
794624,1240984538
802816,3232509719
811008,3093654700
819200,3604659002
827392,2920544385
835584,659045452
843776,1602322423
851968,1594334184
860160,667867219
868352,2929007774
876544,3596377893
884736,3101919411
892928,3224029960
901120,1232146373
909312,834161790
917504,3981234035
925696,2508557512
933888,484329477
942080,1679231934
950272,178838568
958464,1919000467
966656,4214905694
974848,2213746917
983040,2205547770
991232,4223450945
999424,1927773068
1007616,170801207
1015808,1687285665
1024000,475573274
1032192,2500028631
1040384,3989449580
1048576,142914625
1056768,1884157946
1064960,4178981687
1073152,2178904204
1081344,4016088858
1089536,2544493729
1097728,519184492
1105920,1715168215
1114112,1723697096
1122304,510968947
1130496,2536439998
1138688,4024845061
1146880,2170131603
1155072,4187019048
1163264,1892357093
1171456,134369374
1179648,3572945747
1187840,2889847016
1196032,627332133
1204224,1571624862
1212416,856866824
1220608,1272677299
1228800,3263186814
1236992,3125347525
1245184,3134185690
1253376,3255214945
1261568,1264412588
1269760,865346583
1277952,1563161473
1286144,635613242
1294336,2897835255
1302528,3564123980
1310720,3030476754
1318912,3429377129
1327104,1161027748
1335296,1039835935
1343488,1397060745
1351680,730609458
1359872,2732061695
1368064,3659444292
1376256,3667416155
1384448,2723223520
1392640,722129709
1400832,1405325462
1409024,1031554816
1417216,1169491131
1425408,3438198902
1433600,3022488525
1441792,1758658752
1449984,270156667
1458176,2571208630
1466368,3783836685
1474560,2402751387
1482752,4160639008
1490944,2124780781
1499136,107796310
1507328,116011849
1515520,2116251890
1523712,4151882815
1531904,2410805124
1540096,3775799314
1548288,2579981225
1556480,278701924
1564672,1750459615
1572864,1947078352
1581056,214388075
1589248,2241628582
1597440,4250257949
1605632,2481593739
1613824,3944963632
1622016,1652071165
1630208,447863110
1638400,439827801
1646592,1660845794
1654784,3953506863
1662976,2473392532
1671168,4258475522
1679360,2233101753
1687552,205629812
1695744,1955130063
1703936,2826725826
1712128,3501533817
1720320,1508830900
1728512,556248335
1736704,1335392921
1744896,928069922
1753088,3188391407
1761280,3334717012
1769472,3326433867
1777664,3196852720
1785856,936893757
1794048,1327406726
1802240,564218128
1810432,1499990699
1818624,3493056102
1826816,2834992605
1835008,3358317891
1843200,2967641848
1851392,968448565
1859584,1097865614
1867776,802147864
1875968,1460047267
1884160,3730655598
1892352,2794719957
1900544,2786258634
1908736,3738938737
1916928,1468033468
1925120,793324039
1933312,1106705809
1941504,960478762
1949696,2959375079
1957888,3366795612
1966080,341424721
1974272,1821440490
1982464,3855301927
1990656,2634186396
1998848,4089293066
2007040,2339695281
2015232,36646524
2023424,2061921735
2031616,2053147096
2039808,44681827
2048000,2347896494
2056192,4080749845
2064384,2642713219
2072576,3847084344
2080768,1813388789
2088960,350182990
2097152,125449872
2105344,2142467371
2113536,4142445030
2121728,2384589405
2129920,3768460747
2138112,2555864688
2146304,286040765
2154496,1774575878
2162688,1765999897
2170880,294274722
2179072,2563867247
2187264,3759718868
2195456,2393314882
2203648,4134426105
2211840,2134217012
2220032,134009487
2228224,3674755458
2236416,2747339321
2244608,714790644
2252800,1381209423
2260992,1022116569
2269184,1143275874
2277376,3447637423
2285568,3048703508
2293760,3039912459
2301952,3455590832
2310144,1151591805
2318336,1013622470
2326528,1389719888
2334720,706491115
2342912,2739402278
2351104,3683562909
2359296,3143623939
2367488,3281430200
2375680,1254974069
2383872,839131598
2392064,1555822168
2400256,611497443
2408448,2905174318
2416640,3588240021
2424832,3580286602
2433024,2913965361
2441216,619991548
2449408,1547506247
2457600,847431121
2465792,1246463594
2473984,3272622759
2482176,3151560988
2490368,1731035665
2498560,535085482
2506752,2529101159
2514944,4000728796
2523136,2160693578
2531328,4160803569
2539520,1901794876
2547712,160585095
2555904,152351128
2564096,1910370851
2572288,4169545454
2580480,2152691029
2588672,4008747715
2596864,2520375672
2605056,526525877
2613248,1739286030
2621440,2079362049
2629632,54120378
2637824,2321681271
2646016,4071311564
2654208,2618597210
2662400,3839745249
2670592,1837504556
2678784,357522327
2686976,365543304
2695168,1828781107
2703360,3831183614
2711552,2626845509
2719744,4063079635
2727936,2330259304
2736128,62860197
2744320,2071357470
2752512,2810374931
2760704,3746277544
2768896,1443916901
2777088,785985502
2785280,1080490056
2793472,951041011
2801664,2985590590
2809856,3376233605
2818048,3384531098
2826240,2977078049
2834432,942235628
2842624,1088429143
2850816,778030017
2859008,1452705914
2867200,3754773687
2875392,2802061068
2883584,3352649618
2891776,3206290473
2899968,910678244
2908160,1317968735
2916352,540101833
2924544,1492651890
2932736,3517172671
2940928,2842331140
2949120,2850843675
2957312,3508875168
2965504,1484712813
2973696,548907222
2981888,1309179712
2990080,918633723
2998272,3214604342
3006464,3344153485
3014656,463943808
3022848,1668184891
3031040,3929391094
3039232,2466053197
3047424,4232260571
3055616,2223663200
3063808,231845037
3072000,1964568342
3080192,1973291785
3088384,223824050
3096576,2215414911
3104768,4240822212
3112960,2457475154
3121152,3937623017
3129344,1676189476
3137536,455203999
3145728,4268704690
3153920,2259025929
3162112,268289220
3170304,1999931263
3178496,428560617
3186688,1631720274
3194880,3894007711
3203072,2429588516
3211264,2421583931
3219456,3902747520
3227648,1640298317
3235840,420328694
3244032,2008179552
3252224,259727579
3260416,2250302486
3268608,4276725677
3276800,572335264
3284992,1523869467
3293184,3549406166
3301376,2873548909
3309568,3321444347
3317760,3174069312
