SerialNO,model,error type,blockaddress,count
sleep_LGF600L15482a10_60,LG-F600L,CRC32 not,30466048,1
sleep_LGF600L15482a10_60,LG-F600L,CRC32 not,62013440,1
sleep_LGF600L15482a10_60,LG-F600L,CRC32 not,11599872,1
sleep_LGF600L15482a10_60,LG-F600L,CRC32 not,53886976,1
sleep_LGF600L15482a10_60,LG-F600L,CRC32 not,94928896,1
sleep_LGF600L15482a10_60,LG-F600L,CRC32 not,14958592,1
sleep_LGF600L15482a10_60,LG-F600L,CRC32 not,60014592,1
sleep_LGF600L15482a10_60,LG-F600L,CRC32 not,47022080,1
sleep_LGF600L15482a10_60,LG-F600L,CRC32 not,61308928,1
sleep_LGF600L15482a10_60,LG-F600L,CRC32 not,79093760,1
sleep_LGF600L15482a10_60,LG-F600L,CRC32 not,68075520,1
sleep_LGF600L15482a10_60,LG-F600L,CRC32 not,61349888,1
sleep_LGF600L15482a10_60,LG-F600L,CRC32 not,31154176,1
sleep_LGF600L15482a10_60,LG-F600L,CRC32 not,17342464,1
sleep_LGF600L15482a10_60,LG-F600L,CRC32 not,65921024,1
sleep_LGF600L15482a10_60,LG-F600L,CRC32 not,37822464,1
sleep_LGF600L15482a10_60,LG-F600L,CRC32 not,87834624,1
sleep_LGF600L15482a10_60,LG-F600L,CRC32 not,19570688,1
sleep_LGF600L15482a10_60,LG-F600L,CRC32 not,22224896,1
sleep_LGF600L15482a10_60,LG-F600L,CRC32 not,52559872,1
sleep_LGF600L15482a10_60,LG-F600L,CRC32 not,61104128,1
sleep_LGF600L15482a10_60,LG-F600L,CRC32 not,111321088,1
sleep_LGF600L15482a10_60,LG-F600L,CRC32 not,24387584,1
sleep_LGF600L15482a10_60,LG-F600L,CRC32 not,48332800,1
sleep_LGF600L15482a10_60,LG-F600L,CRC32 not,48414720,1
sleep_LGF600L15482a10_60,LG-F600L,CRC32 not,9912320,1
sleep_LGF600L15482a10_60,LG-F600L,CRC32 not,92684288,1
sleep_LGF600L15482a10_60,LG-F600L,CRC32 not,62611456,1
sleep_LGF600L15482a10_60,LG-F600L,CRC32 not,39485440,1
sleep_LGF600L15482a10_60,LG-F600L,CRC32 not,58499072,1
sleep_LGF600L15482a10_60,LG-F600L,CRC32 not,41517056,1
sleep_LGF600L15482a10_60,LG-F600L,CRC32 not,82272256,1
sleep_LGF600L15482a10_60,LG-F600L,CRC32 not,71041024,1
sleep_LGF600L15482a10_60,LG-F600L,CRC32 not,66068480,1
sleep_LGF600L15482a10_60,LG-F600L,CRC32 not,78372864,1
sleep_LGF600L18c83140_60,LG-F600L,CRC32 not,32301056,1
sleep_LGF600L18c83140_60,LG-F600L,CRC32 not,21258240,1
sleep_LGF600L18c83140_60,LG-F600L,CRC32 not,2146304,1
sleep_LGF600L18c83140_60,LG-F600L,CRC32 not,20504576,1
sleep_LGF600L18c83140_60,LG-F600L,CRC32 not,33988608,1
sleep_LGF600L18c83140_60,LG-F600L,CRC32 not,25829376,1
sleep_LGF600L18c83140_60,LG-F600L,CRC32 not,114139136,1
sleep_LGF600L18c83140_60,LG-F600L,CRC32 not,19619840,1
sleep_LGF600L18c83140_60,LG-F600L,CRC32 not,60817408,1
sleep_LGF600L18c83140_60,LG-F600L,CRC32 not,23543808,1
sleep_LGF600L18c83140_60,LG-F600L,CRC32 not,105693184,1
sleep_LGF600L18c83140_60,LG-F600L,CRC32 not,63340544,1
sleep_LGF600L18c83140_60,LG-F600L,CRC32 not,113303552,1
sleep_LGF600L18c83140_60,LG-F600L,CRC32 not,31031296,1
sleep_LGF600L18c83140_60,LG-F600L,CRC32 not,20963328,1
sleep_LGF600L18c83140_60,LG-F600L,CRC32 not,26288128,1
sleep_LGF600L18c83140_60,LG-F600L,CRC32 not,111779840,1
sleep_LGF600L18c83140_60,LG-F600L,CRC32 not,68722688,1
sleep_LGF600L18c83140_60,LG-F600L,CRC32 not,32784384,1
sleep_LGF600L18c83140_60,LG-F600L,CRC32 not,49299456,1
sleep_LGF600L18c83140_60,LG-F600L,CRC32 not,109207552,1
sleep_LGF600L18c83140_60,LG-F600L,CRC32 not,25731072,1
sleep_LGF600L18c83140_60,LG-F600L,CRC32 not,109617152,1
sleep_LGF600L18c83140_60,LG-F600L,CRC32 not,24125440,1
sleep_LGF600L18c83140_60,LG-F600L,CRC32 not,62201856,1
sleep_LGF600L18c83140_60,LG-F600L,CRC32 not,67887104,1
sleep_LGF600L18c83140_60,LG-F600L,CRC32 not,21946368,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,27811840,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,28794880,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,30851072,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,67633152,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,48365568,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,66904064,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,19300352,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,67346432,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,103669760,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,61997056,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,92577792,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,105938944,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,49438720,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,114630656,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,88768512,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,84713472,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,102612992,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,105684992,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,44892160,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,104677376,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,35340288,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,89530368,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,63864832,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,69877760,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,30007296,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,37724160,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,115712000,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,58155008,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,23158784,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,48824320,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,38715392,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,86990848,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,82231296,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,114425856,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,57434112,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,19570688,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,36601856,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,40026112,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,23289856,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,36397056,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,14057472,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,58376192,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,68730880,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,61014016,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,57008128,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,37085184,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,65200128,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,1753088,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,114106368,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,48832512,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,65765376,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,92561408,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,54099968,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,62513152,1
sleep_LGF600L1acd3140_60,LG-F600L,CRC32 not,30220288,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,77414400,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,19300352,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,20160512,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,79921152,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,21381120,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,81199104,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,55107584,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,57876480,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,80691200,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,45850624,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,81567744,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,21495808,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,53469184,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,50077696,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,107749376,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,65355776,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,72212480,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,1286144,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,2007040,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,58671104,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,22716416,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,82640896,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,19423232,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,20602880,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,118906880,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,49905664,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,77225984,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,101834752,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,55902208,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,77725696,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,20824064,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,79200256,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,76832768,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,335872,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,101556224,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,49922048,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,39329792,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,45449216,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,30187520,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,62586880,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,36175872,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,112148480,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,86474752,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,82935808,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,79159296,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,53649408,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,105472000,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,36077568,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,16703488,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,116899840,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,16474112,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,76472320,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,51888128,1
sleep_LGF600L2ec23140_60,LG-F600L,CRC32 not,48357376,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,108347392,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,33226752,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,33497088,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,33964032,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,102891520,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,101433344,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,101400576,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,43876352,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,62685184,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,25706496,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,19701760,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,82214912,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,29777920,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,33202176,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,102072320,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,48144384,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,19972096,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,53493760,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,28139520,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,18825216,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,62234624,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,95723520,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,53559296,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,38993920,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,95772672,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,34578432,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,1409024,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,111837184,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,61693952,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,88080384,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,100556800,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,9314304,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,88203264,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,77266944,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,22675456,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,95584256,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,19365888,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,32808960,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,42139648,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,69763072,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,69894144,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,15785984,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,47226880,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,62300160,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,116146176,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,40132608,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,87572480,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,60211200,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,10682368,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,63537152,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,40345600,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,101875712,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,4726784,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,67739648,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,43712512,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,116432896,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,84049920,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,82337792,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,70557696,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,50601984,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,43163648,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,13230080,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,38813696,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,51724288,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,111067136,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,45547520,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,16515072,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,11223040,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,62185472,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,35913728,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,54927360,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,36126720,1
sleep_LGF600L35d63140_60,LG-F600L,CRC32 not,63889408,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,42573824,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,71049216,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,5357568,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,60514304,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,57253888,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,14344192,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,23887872,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,64520192,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,42123264,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,48128000,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,7356416,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,58540032,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,84639744,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,37797888,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,101629952,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,36610048,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,45244416,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,15867904,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,42827776,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,71606272,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,108789760,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,101023744,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,39591936,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,109682688,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,82624512,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,23724032,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,41181184,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,89047040,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,19791872,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,92700672,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,83918848,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,114515968,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,60391424,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,92135424,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,117612544,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,109314048,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,56082432,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,19824640,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,45711360,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,96813056,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,102088704,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,20832256,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,60080128,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,22224896,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,55148544,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,24633344,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,94986240,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,62963712,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,90791936,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,58310656,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,17547264,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,101015552,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,105472000,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,110116864,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,22151168,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,104513536,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,14163968,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,21340160,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,105373696,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,34594816,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,36937728,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,67624960,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,100868096,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,25223168,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,41762816,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,108085248,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,21012480,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,96780288,2
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,11239424,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,48709632,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,39305216,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,109559808,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,99237888,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,48234496,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,32366592,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,8380416,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,74514432,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,20709376,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,92225536,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,109101056,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,45326336,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,71639040,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,1368064,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,54181888,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,58597376,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,16744448,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,40419328,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,61030400,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,4276224,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,50798592,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,60473344,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,84623360,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,40591360,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,20717568,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,74981376,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,57827328,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,96231424,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,43319296,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,119332864,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,20357120,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,97607680,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,24002560,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,45637632,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,89407488,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,79470592,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,43778048,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,44703744,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,6307840,1
sleep_LGF600L36d63140_60,LG-F600L,CRC32 not,83509248,1
sleep_LGF600L38d63140_60,LG-F600L,CRC32 not,106045440,1
sleep_LGF600L38d63140_60,LG-F600L,CRC32 not,92160000,1
sleep_LGF600L38d63140_60,LG-F600L,CRC32 not,111304704,1
sleep_LGF600L38d63140_60,LG-F600L,CRC32 not,31531008,1
sleep_LGF600L38d63140_60,LG-F600L,CRC32 not,26181632,1
sleep_LGF600L38d63140_60,LG-F600L,CRC32 not,98762752,1
sleep_LGF600L38d63140_60,LG-F600L,CRC32 not,23076864,1
sleep_LGF600L38d63140_60,LG-F600L,CRC32 not,103776256,1
sleep_LGF600L38d63140_60,LG-F600L,CRC32 not,51052544,1
sleep_LGF600L38d63140_60,LG-F600L,CRC32 not,34103296,1
sleep_LGF600L38d63140_60,LG-F600L,CRC32 not,39165952,1
sleep_LGF600L38d63140_60,LG-F600L,CRC32 not,30941184,1
sleep_LGF600L38d63140_60,LG-F600L,CRC32 not,99295232,1
sleep_LGF600L38d63140_60,LG-F600L,CRC32 not,29679616,1
sleep_LGF600L38d63140_60,LG-F600L,CRC32 not,39927808,1
sleep_LGF600L38d63140_60,LG-F600L,CRC32 not,50520064,1
sleep_LGF600L38d63140_60,LG-F600L,CRC32 not,21561344,1
sleep_LGF600L38d63140_60,LG-F600L,CRC32 not,51167232,1
sleep_LGF600L38d63140_60,LG-F600L,CRC32 not,32579584,1
sleep_LGF600L38d63140_60,LG-F600L,CRC32 not,99729408,1
sleep_LGF600L38d63140_60,LG-F600L,CRC32 not,33398784,1
sleep_LGF600L38d63140_60,LG-F600L,CRC32 not,20799488,1
sleep_LGF600L38d63140_60,LG-F600L,CRC32 not,104333312,1
sleep_LGF600L38d63140_60,LG-F600L,CRC32 not,37560320,1
sleep_LGF600L38d63140_60,LG-F600L,CRC32 not,40894464,1
sleep_LGF600L38d63140_60,LG-F600L,CRC32 not,47980544,1
sleep_LGF600L38d63140_60,LG-F600L,CRC32 not,19521536,1
sleep_LGF600L38d63140_60,LG-F600L,CRC32 not,38264832,1
sleep_LGF600L38d63140_60,LG-F600L,CRC32 not,105512960,1
sleep_LGF600L38d63140_60,LG-F600L,CRC32 not,42573824,1
sleep_LGF600L38d63140_60,LG-F600L,CRC32 not,120700928,1
sleep_LGF600L38d63140_60,LG-F600L,CRC32 not,50872320,1
